Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,59,6,7,,28,,18,10.17%,11.86%,47.46%,30.51%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,59,14,14,,21,,10,23.73%,23.73%,35.59%,16.95%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,59,5,10,,28,,16,8.47%,16.95%,47.46%,27.12%
Le modalità di esame sono state definite in modo chiaro?,,59,4,6,,18,,31,6.78%,10.17%,30.51%,52.54%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,59,0,2,,27,,30,0.00%,3.39%,45.76%,50.85%
Il docente stimola/motiva l'interesse verso la disciplina?,,59,0,7,,27,,25,0.00%,11.86%,45.76%,42.37%
Il docente espone gli argomenti in modo chiaro?,,59,0,1,,24,,34,0.00%,1.69%,40.68%,57.63%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,59,4,7,,32,,16,6.78%,11.86%,54.24%,27.12%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,59,0,3,,27,,29,0.00%,5.08%,45.76%,49.15%
Il docente è reperibile per chiarimenti e spiegazioni?,,59,0,3,,25,,31,0.00%,5.08%,42.37%,52.54%
E' interessato/a agli argomenti trattati nell'insegnamento?,,59,4,6,,26,,23,6.78%,10.17%,44.07%,38.98%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,849248 - Nome insegnamento,,,,,,,,,,,
UD:,184775 - Nome modulo,,,,,,,,,,,
Docente:,739713 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,13,0,1,,7,,5,0.00%,7.69%,53.85%,38.46%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,13,0,3,,7,,3,0.00%,23.08%,53.85%,23.08%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,13,2,3,,5,,3,15.38%,23.08%,38.46%,23.08%
Le modalità di esame sono state definite in modo chiaro?,,13,0,0,,6,,7,0.00%,0.00%,46.15%,53.85%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,13,0,1,,3,,9,0.00%,7.69%,23.08%,69.23%
Il docente stimola/motiva l'interesse verso la disciplina?,,13,5,4,,2,,2,38.46%,30.77%,15.38%,15.38%
Il docente espone gli argomenti in modo chiaro?,,13,2,5,,4,,2,15.38%,38.46%,30.77%,15.38%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,13,1,1,,6,,5,7.69%,7.69%,46.15%,38.46%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,13,1,0,,7,,5,7.69%,0.00%,53.85%,38.46%
Il docente è reperibile per chiarimenti e spiegazioni?,,13,1,1,,5,,6,7.69%,7.69%,38.46%,46.15%
E' interessato/a agli argomenti trattati nell'insegnamento?,,13,1,0,,7,,5,7.69%,0.00%,53.85%,38.46%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,562137 - Nome insegnamento,,,,,,,,,,,
UD:,868846 - Nome modulo,,,,,,,,,,,
Docente:,950945 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,25,2,4,,12,,7,8.00%,16.00%,48.00%,28.00%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,25,0,0,,12,,13,0.00%,0.00%,48.00%,52.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,25,0,0,,14,,11,0.00%,0.00%,56.00%,44.00%
Le modalità di esame sono state definite in modo chiaro?,,25,0,0,,10,,15,0.00%,0.00%,40.00%,60.00%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,25,0,2,,8,,15,0.00%,8.00%,32.00%,60.00%
Il docente stimola/motiva l'interesse verso la disciplina?,,25,0,0,,11,,14,0.00%,0.00%,44.00%,56.00%
Il docente espone gli argomenti in modo chiaro?,,25,0,0,,10,,15,0.00%,0.00%,40.00%,60.00%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,25,2,2,,9,,12,8.00%,8.00%,36.00%,48.00%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,25,0,0,,11,,14,0.00%,0.00%,44.00%,56.00%
Il docente è reperibile per chiarimenti e spiegazioni?,,25,0,0,,11,,14,0.00%,0.00%,44.00%,56.00%
E' interessato/a agli argomenti trattati nell'insegnamento?,,25,0,0,,11,,14,0.00%,0.00%,44.00%,56.00%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,963387 - Nome insegnamento,,,,,,,,,,,
UD:,706982 - Nome modulo,,,,,,,,,,,
Docente:,978688 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,153,16,36,,66,,35,10.46%,23.53%,43.14%,22.88%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,153,1,6,,96,,50,0.65%,3.92%,62.75%,32.68%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,153,2,38,,82,,31,1.31%,24.84%,53.59%,20.26%
Le modalità di esame sono state definite in modo chiaro?,,153,2,9,,66,,76,1.31%,5.88%,43.14%,49.67%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,153,1,24,,83,,45,0.65%,15.69%,54.25%,29.41%
Il docente stimola/motiva l'interesse verso la disciplina?,,153,3,42,,82,,26,1.96%,27.45%,53.59%,16.99%
Il docente espone gli argomenti in modo chiaro?,,153,7,44,,70,,32,4.58%,28.76%,45.75%,20.92%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,153,4,12,,85,,52,2.61%,7.84%,55.56%,33.99%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,153,0,5,,99,,49,0.00%,3.27%,64.71%,32.03%
Il docente è reperibile per chiarimenti e spiegazioni?,,153,3,4,,63,,83,1.96%,2.61%,41.18%,54.25%
E' interessato/a agli argomenti trattati nell'insegnamento?,,153,1,15,,68,,69,0.65%,9.80%,44.44%,45.10%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,330139 - Nome insegnamento,,,,,,,,,,,
UD:,797488 - Nome modulo,,,,,,,,,,,
Docente:,426171 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,156,28,28,,75,,25,17.95%,17.95%,48.08%,16.03%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,156,2,10,,95,,49,1.28%,6.41%,60.90%,31.41%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,156,12,41,,69,,34,7.69%,26.28%,44.23%,21.79%
Le modalità di esame sono state definite in modo chiaro?,,156,2,9,,59,,86,1.28%,5.77%,37.82%,55.13%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,156,2,11,,57,,86,1.28%,7.05%,36.54%,55.13%
Il docente stimola/motiva l'interesse verso la disciplina?,,156,4,25,,73,,54,2.56%,16.03%,46.79%,34.62%
Il docente espone gli argomenti in modo chiaro?,,156,10,37,,75,,34,6.41%,23.72%,48.08%,21.79%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,156,4,12,,73,,67,2.56%,7.69%,46.79%,42.95%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,156,0,10,,88,,58,0.00%,6.41%,56.41%,37.18%
Il docente è reperibile per chiarimenti e spiegazioni?,,156,3,5,,74,,74,1.92%,3.21%,47.44%,47.44%
E' interessato/a agli argomenti trattati nell'insegnamento?,,156,3,13,,65,,75,1.92%,8.33%,41.67%,48.08%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,642320 - Nome insegnamento,,,,,,,,,,,
UD:,792609 - Nome modulo,,,,,,,,,,,
Docente:,795977 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,22,2,2,,12,,6,9.09%,9.09%,54.55%,27.27%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,22,0,4,,12,,6,0.00%,18.18%,54.55%,27.27%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,22,1,4,,9,,8,4.55%,18.18%,40.91%,36.36%
Le modalità di esame sono state definite in modo chiaro?,,22,1,1,,6,,14,4.55%,4.55%,27.27%,63.64%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,22,0,0,,6,,16,0.00%,0.00%,27.27%,72.73%
Il docente stimola/motiva l'interesse verso la disciplina?,,22,1,4,,7,,10,4.55%,18.18%,31.82%,45.45%
Il docente espone gli argomenti in modo chiaro?,,22,1,0,,9,,12,4.55%,0.00%,40.91%,54.55%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,20,1,1,,9,,9,5.00%,5.00%,45.00%,45.00%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,22,0,0,,12,,10,0.00%,0.00%,54.55%,45.45%
Il docente è reperibile per chiarimenti e spiegazioni?,,22,0,0,,7,,15,0.00%,0.00%,31.82%,68.18%
E' interessato/a agli argomenti trattati nell'insegnamento?,,22,0,5,,13,,4,0.00%,22.73%,59.09%,18.18%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,187802 - Nome insegnamento,,,,,,,,,,,
UD:,790481 - Nome modulo,,,,,,,,,,,
Docente:,937860 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,25,1,6,,11,,7,4.00%,24.00%,44.00%,28.00%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,25,0,3,,17,,5,0.00%,12.00%,68.00%,20.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,25,1,4,,16,,4,4.00%,16.00%,64.00%,16.00%
Le modalità di esame sono state definite in modo chiaro?,,25,2,2,,15,,6,8.00%,8.00%,60.00%,24.00%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,25,0,1,,14,,10,0.00%,4.00%,56.00%,40.00%
Il docente stimola/motiva l'interesse verso la disciplina?,,25,5,4,,10,,6,20.00%,16.00%,40.00%,24.00%
Il docente espone gli argomenti in modo chiaro?,,25,2,5,,12,,6,8.00%,20.00%,48.00%,24.00%
"Le attività didattiche integrative (esercitazioni, tutorati,laboratori, etc…), ove esistenti, sono utili all'apprendimento della materia?",,25,1,3,,14,,7,4.00%,12.00%,56.00%,28.00%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,25,1,0,,17,,7,4.00%,0.00%,68.00%,28.00%
Il docente è reperibile per chiarimenti e spiegazioni?,,25,1,6,,10,,8,4.00%,24.00%,40.00%,32.00%
E' interessato/a agli argomenti trattati nell'insegnamento?,,25,0,5,,13,,7,0.00%,20.00%,52.00%,28.00%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,145716 - Nome insegnamento,,,,,,,,,,,
UD:,647573 - Nome modulo,,,,,,,,,,,
Docente:,653369 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,28,4,2,,13,,9,14.29%,7.14%,46.43%,32.14%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,28,0,1,,12,,15,0.00%,3.57%,42.86%,53.57%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,28,1,4,,8,,15,3.57%,14.29%,28.57%,53.57%
Le modalità di esame sono state definite in modo chiaro?,,28,0,2,,10,,16,0.00%,7.14%,35.71%,57.14%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,28,1,1,,7,,19,3.57%,3.57%,25.00%,67.86%
Il docente stimola/motiva l'interesse verso la disciplina?,,28,6,8,,6,,8,21.43%,28.57%,21.43%,28.57%
Il docente espone gli argomenti in modo chiaro?,,28,3,5,,12,,8,10.71%,17.86%,42.86%,28.57%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,28,1,6,,11,,10,3.57%,21.43%,39.29%,35.71%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,28,0,0,,14,,14,0.00%,0.00%,50.00%,50.00%
Il docente è reperibile per chiarimenti e spiegazioni?,,28,0,0,,13,,15,0.00%,0.00%,46.43%,53.57%
E' interessato/a agli argomenti trattati nell'insegnamento?,,28,0,1,,13,,14,0.00%,3.57%,46.43%,50.00%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,315201 - Nome insegnamento,,,,,,,,,,,
UD:,784849 - Nome modulo,,,,,,,,,,,
Docente:,932366 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,20,1,4,,7,,8,5.00%,20.00%,35.00%,40.00%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,20,0,0,,6,,14,0.00%,0.00%,30.00%,70.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,20,2,2,,11,,5,10.00%,10.00%,55.00%,25.00%
Le modalità di esame sono state definite in modo chiaro?,,20,2,2,,6,,10,10.00%,10.00%,30.00%,50.00%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,20,0,0,,9,,11,0.00%,0.00%,45.00%,55.00%
Il docente stimola/motiva l'interesse verso la disciplina?,,20,2,2,,9,,7,10.00%,10.00%,45.00%,35.00%
Il docente espone gli argomenti in modo chiaro?,,20,2,2,,9,,7,10.00%,10.00%,45.00%,35.00%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,20,1,0,,7,,12,5.00%,0.00%,35.00%,60.00%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,20,1,0,,13,,6,5.00%,0.00%,65.00%,30.00%
Il docente è reperibile per chiarimenti e spiegazioni?,,20,1,0,,10,,9,5.00%,0.00%,50.00%,45.00%
E' interessato/a agli argomenti trattati nell'insegnamento?,,20,0,2,,9,,9,0.00%,10.00%,45.00%,45.00%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,718827 - Nome insegnamento,,,,,,,,,,,
UD:,276512 - Nome modulo,,,,,,,,,,,
Docente:,797752 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,72,1,22,,31,,18,1.39%,30.56%,43.06%,25.00%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,72,2,5,,39,,26,2.78%,6.94%,54.17%,36.11%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,72,3,12,,34,,23,4.17%,16.67%,47.22%,31.94%
Le modalità di esame sono state definite in modo chiaro?,,72,1,4,,32,,35,1.39%,5.56%,44.44%,48.61%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,72,0,2,,24,,46,0.00%,2.78%,33.33%,63.89%
Il docente stimola/motiva l'interesse verso la disciplina?,,72,0,4,,33,,35,0.00%,5.56%,45.83%,48.61%
Il docente espone gli argomenti in modo chiaro?,,72,0,1,,35,,36,0.00%,1.39%,48.61%,50.00%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,72,1,18,,34,,19,1.39%,25.00%,47.22%,26.39%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,72,0,1,,38,,33,0.00%,1.39%,52.78%,45.83%
Il docente è reperibile per chiarimenti e spiegazioni?,,72,1,2,,30,,39,1.39%,2.78%,41.67%,54.17%
E' interessato/a agli argomenti trattati nell'insegnamento?,,72,1,7,,32,,32,1.39%,9.72%,44.44%,44.44%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,795958 - Nome insegnamento,,,,,,,,,,,
UD:,115531 - Nome modulo,,,,,,,,,,,
Docente:,563428 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,20,0,0,,11,,9,0.00%,0.00%,55.00%,45.00%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,20,0,0,,11,,9,0.00%,0.00%,55.00%,45.00%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,20,0,2,,10,,8,0.00%,10.00%,50.00%,40.00%
Le modalità di esame sono state definite in modo chiaro?,,20,0,0,,8,,12,0.00%,0.00%,40.00%,60.00%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,20,0,0,,10,,10,0.00%,0.00%,50.00%,50.00%
Il docente stimola/motiva l'interesse verso la disciplina?,,20,0,1,,7,,12,0.00%,5.00%,35.00%,60.00%
Il docente espone gli argomenti in modo chiaro?,,20,0,1,,11,,8,0.00%,5.00%,55.00%,40.00%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,20,1,1,,14,,4,5.00%,5.00%,70.00%,20.00%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,20,0,0,,12,,8,0.00%,0.00%,60.00%,40.00%
Il docente è reperibile per chiarimenti e spiegazioni?,,20,0,0,,6,,14,0.00%,0.00%,30.00%,70.00%
E' interessato/a agli argomenti trattati nell'insegnamento?,,20,0,0,,6,,14,0.00%,0.00%,30.00%,70.00%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,870432 - Nome insegnamento,,,,,,,,,,,
UD:,989567 - Nome modulo,,,,,,,,,,,
Docente:,532886 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,13,0,1,,8,,4,0.00%,7.69%,61.54%,30.77%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,13,0,1,,7,,5,0.00%,7.69%,53.85%,38.46%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,13,0,0,,4,,9,0.00%,0.00%,30.77%,69.23%
Le modalità di esame sono state definite in modo chiaro?,,13,0,0,,2,,11,0.00%,0.00%,15.38%,84.62%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,13,0,0,,1,,12,0.00%,0.00%,7.69%,92.31%
Il docente stimola/motiva l'interesse verso la disciplina?,,13,0,0,,0,,13,0.00%,0.00%,0.00%,100.00%
Il docente espone gli argomenti in modo chiaro?,,13,0,0,,0,,13,0.00%,0.00%,0.00%,100.00%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,13,0,0,,4,,9,0.00%,0.00%,30.77%,69.23%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,13,0,0,,2,,11,0.00%,0.00%,15.38%,84.62%
Il docente è reperibile per chiarimenti e spiegazioni?,,13,0,0,,2,,11,0.00%,0.00%,15.38%,84.62%
E' interessato/a agli argomenti trattati nell'insegnamento?,,13,0,0,,3,,10,0.00%,0.00%,23.08%,76.92%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,267552 - Nome insegnamento,,,,,,,,,,,
UD:,796944 - Nome modulo,,,,,,,,,,,
Docente:,847523 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,14,1,2,,9,,2,7.14%,14.29%,64.29%,14.29%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,14,3,3,,4,,4,21.43%,21.43%,28.57%,28.57%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,14,1,2,,6,,5,7.14%,14.29%,42.86%,35.71%
Le modalità di esame sono state definite in modo chiaro?,,14,0,1,,5,,8,0.00%,7.14%,35.71%,57.14%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,14,0,0,,5,,9,0.00%,0.00%,35.71%,64.29%
Il docente stimola/motiva l'interesse verso la disciplina?,,14,1,3,,4,,6,7.14%,21.43%,28.57%,42.86%
Il docente espone gli argomenti in modo chiaro?,,14,2,2,,5,,5,14.29%,14.29%,35.71%,35.71%
"Le attività didattiche integrative (esercitazini, tutorati,laboratori, etc...) sono utili all'apprendimento della materia?",,14,1,1,,5,,7,7.14%,7.14%,35.71%,50.00%
L'insegnamento è stato svolto in maniera coerente con quanto dichiarato sul sito Web del corso di studio?,,14,1,0,,8,,5,7.14%,0.00%,57.14%,35.71%
Il docente è reperibile per chiarimenti e spiegazioni?,,14,0,0,,6,,8,0.00%,0.00%,42.86%,57.14%
E' interessato/a agli argomenti trattati nell'insegnamento?,,14,0,2,,6,,6,0.00%,14.29%,42.86%,42.86%
Dipartimento:,Dipartimento di Ingegneria e Architettura - H3,,,,,,,,,,,
Corso:,"L2 - INGEGNERIA INFORMATICA, ELETTRONICA E DELLE TELECOMUNICAZIONI - (3050)",,,,,,,,,,,
AD:,398518 - Nome insegnamento,,,,,,,,,,,
UD:,474754 - Nome modulo,,,,,,,,,,,
Docente:,403649 - Nome docente,,,,,,,,,,,
,,,,,,,,,,,,
,,,Valori assoluti,,,,,,Valori percentuali,,,
Domanda,,N. risposte,Decisamente No,Più No che Sì,,Più Sì che No,,Decisamente Sì,Decisamente No,Più No che Sì,Più Sì che No,Decisamente Sì
Le conoscenze preliminari possedute sono risultate sufficienti per la comprensione degli argomenti previsti nel programma d'esame?,,31,0,4,,11,,16,0.00%,12.90%,35.48%,51.61%
Il carico di studio dell'insegnamento è proporzionato ai crediti assegnati?,,31,0,2,,13,,16,0.00%,6.45%,41.94%,51.61%
Il materiale didattico (indicato e disponibile) è adeguato per lo studio della materia?,,31,0,0,,12,,19,0.00%,0.00%,38.71%,61.29%
Le modalità di esame sono state definite in modo chiaro?,,31,0,1,,7,,23,0.00%,3.23%,22.58%,74.19%
"Gli orari di svolgimento di lezioni, esercitazioni e altre eventuali attività didattiche sono rispettati?",,31,0,0,,7,,24,0.00%,0.00%,22.58%,77.42%
